query-id match-id score boundaries resolved cond-evalue indp-evalue
P0CX15 Sir1 54.3 35-153 35-153 2.9e-18 1.9e-14
P0CX15 DEAD 28.1 853-1027 853-1027 2.5e-10 1.6e-06
P0CX15 Helicase_C 47 1092-1200 1092-1200 4.4e-16 2.8e-12
P38690 AA_kinase 127.5 5-238 5-238 6.9e-41 6.6e-37
P38690 PUA 71.8 316-403 316-403 3.8e-24 3.6e-20
Q07471 TPP_enzyme_N 94.2 15-191 15-191 1.1e-30 7.1e-27
Q07471 TPP_enzyme_M 75.9 212-348 212-348 4.2e-25 2.7e-21
Q07471 TPP_enzyme_C 51.9 398-555 398-555 1.2e-17 7.6e-14
Q06163 Telomerase_RBD 103.5 282-411 282-411 1.1e-33 1e-29
P33753 TRAM 48.9 163-227 163-227 1.9e-16 5.2e-13
P33753 tRNA_U5-meth_tr 76.6 402-639 402-639 6.8e-25 1.9e-21
P53257 Mito_carr 76.7 12-107 12-107 5.4e-26 1e-21
P53257 Mito_carr 64.5 111-200 111-200 3.5e-22 6.7e-18
P53257 Mito_carr 66.8 208-314 208-314 6.9e-23 1.3e-18
P23644 Porin_3 301.2 59-354 59-354 3.9e-94 7.5e-90
P17536 Tropomyosin_1 66.7 7-71 7-68 1.3e-22 2.4e-18
P17536 Tropomyosin_1 134.3 65-187 69-187 1.8e-43 3.4e-39
P38358 MFS_1 136.3 2-158,220-382 2-158,220-382 1.3e-43 1.2e-39
Q03308 Vps16_N 457.6 4-379 4-379 3.6e-141 3.5e-137
Q03308 Vps16_C 466.9 478-798 478-798 3.3e-144 3.1e-140
P25351 MFS_1 100.3 23-248,329-528 23-248,329-528 1.2e-32 1.1e-28
Q12260 TYA 677.5 17-396 17-396 2.8e-208 5.4e-204
P38763 Ras 58.6 88-247 88-247 6.2e-20 6e-16
P53749 Zn_clus 38 14-54 14-54 1.4e-13 1.4e-09
P53749 Fungal_trans 28.5 190-443 190-443 7.8e-11 7.5e-07
Q05867 DUF1640 84.4 102-279 102-279 5.1e-28 9.8e-24
Q12424 Na_Ca_ex 133 37-200 37-200 4.4e-43 8.5e-39
Q12424 Na_Ca_ex 84.6 591-756 591-756 3.7e-28 7.1e-24
P0CX60 TYA 774.8 17-400 17-400 7.9e-238 1.5e-233
Q03049 Epimerase 60.2 5-268 5-268 5.4e-20 2.1e-16
P0CX73 TYA 775.5 17-400 17-400 4.7e-238 9e-234
P10863 SRP1_TIP1 123.2 13-115 13-115 4e-40 3.8e-36
P10863 PIR 27.6 210-227 210-227 1.7e-10 1.6e-06
P23254 Transketolase_N 548.9 7-339 7-339 5.8e-169 3.7e-165
P23254 Transket_pyr 160.8 354-533 354-533 4.3e-51 2.8e-47
P23254 Transketolase_C 62 546-656 546-656 8.1e-21 5.2e-17
Q04600 Pre-PUA 41.6 2-86 2-86 2.4e-14 1.5e-10
Q04600 SWIB 22.9 365-436 365-436 9.8e-09 6.3e-05
Q04600 SUI1 71.3 471-549 471-549 1.2e-23 7.5e-20
Q06685 PPIP5K2_N 131.6 188-277 188-277 1.4e-42 9e-39
Q06685 RimK 33.2 382-509 382-509 6.2e-12 4e-08
Q06685 His_Phos_2 473.3 538-839,925-1047 538-839,925-1047 1.2e-145 7.4e-142
P40080 Vfa1 141.9 3-203 3-203 1.5e-45 2.9e-41
P53241 MFS_1 70.9 129-513 129-513 4.9e-24 9.3e-20
Q12491 TYA 672.7 17-396 17-396 3.3e-206 1.6e-202
Q12491 rve 39.5 657-761 657-761 1.1e-13 5.5e-10
Q12491 RVT_2 101.6 1285-1514 1285-1514 1.1e-32 5.3e-29
P36114 DUF3808 531.1 36-183,269-629 36-183,269-629 1.3e-163 2.6e-159
P53134 OPT 597.2 23-187,247-718 23-187,247-718 2.2e-183 4.2e-179
Q12253 RTA1 148.9 40-250 40-250 8.2e-48 1.6e-43
Q07888 Sir1 27 2-89 2-89 5.6e-10 5.4e-06
Q07888 Helicase_C 47.6 606-714 606-714 2e-16 1.9e-12
P53729 cobW 162.9 72-274 72-274 6.3e-52 6e-48
P53729 CobW_C 26.9 336-428 336-428 3.8e-10 3.6e-06
P0CX72 TYA 775.5 17-400 17-400 4.7e-238 9e-234
P53275 TANGO2 206 1-289 1-289 5.6e-65 1.1e-60
P38708 tRNA-synt_2b 54.5 277-459 277-459 2.3e-18 1.5e-14
P38708 HGTP_anticodon 70.3 475-576 475-576 1.9e-23 1.2e-19
P38708 ProRS-C_1 87.2 602-688 602-688 1.1e-28 7e-25
P0CX65 TYA 778.9 17-400 17-400 4.7e-239 8.9e-235
P43590 AMP_N 71.3 79-197 79-197 6.5e-24 6.3e-20
P43590 Peptidase_M24 202.4 238-500 238-500 7.6e-64 7.3e-60
Q3E747 DUF2462 56.3 1-75 1-75 2.3e-19 4.4e-15
P42936 GST_N 21.7 6-77 6-77 2.2e-08 0.00021
P42936 GST_C 39.8 112-204 112-204 4.3e-14 4.1e-10
Q6Q5X2 CYSTM 29.5 4-48 4-48 3.8e-11 7.3e-07
Q07688 Hpt 43 30-107 30-107 2.2e-15 4.3e-11
Q6Q5H1 TYA 775.5 17-400 17-400 4.7e-238 9e-234
P36019 Ras 190.4 14-181 14-181 4.4e-60 1.7e-56
P53049 ABC_membrane 129.1 207-481 207-481 9e-41 2.5e-37
P53049 ABC_tran 58.6 604-738 604-738 3.7e-19 1e-15
P53049 ABC_membrane 166.4 897-1166 897-1166 3.8e-52 1e-48
P53049 ABC_tran 104.3 1230-1395 1230-1395 2.9e-33 7.8e-30
Q08954 DUF1771 69.3 26-89 26-89 2.9e-23 2.8e-19
Q08954 Smr 44.2 97-173 97-173 2e-15 1.9e-11
P01123 Ras 215.3 10-171 10-171 7.5e-68 3.6e-64
P50111 Zds_C 99.7 842-893 842-893 3e-33 5.8e-29
P35729 Nup160 72.2 73-410 73-410 2e-24 3.9e-20
P53756 ABC_tran 65.9 46-208 46-208 1.4e-21 5.4e-18
P53756 ABC2_membrane 143.4 373-581 373-581 1.7e-45 6.5e-42
P53756 PDR_CDR 104.7 593-684 593-684 5.1e-34 1.9e-30
P53756 ABC_tran 63.3 748-898 748-898 9.3e-21 3.6e-17
P53756 ABC2_membrane_7 32.9 927-1041 927-1041 8.7e-12 3.3e-08
P53756 ABC2_membrane 93.4 1045-1257 1045-1257 3.6e-30 1.4e-26
P39706 WD40 32.5 62-100 62-100 1.7e-11 1.1e-07
P40342 Swm2 177.2 14-144 14-144 7.2e-57 1.4e-52
Q06817 tRNA-synt_2b 34.8 177-284,349-363,430-482 177-284,349-363,430-482 1.8e-12 1.7e-08
Q06817 HGTP_anticodon 75.7 505-597 505-597 2.7e-25 2.6e-21
P39076 Cpn60_TCP1 494.6 29-519 29-519 1.6e-152 3e-148
P35189 YEATS 71.3 27-109 27-109 5.3e-24 5.1e-20
P35189 BET 27.9 179-241 179-241 2.3e-10 2.2e-06
P41544 SYS1 179.3 20-163 20-163 2.5e-57 4.9e-53
Q03496 DUF2428 162 614-839 614-839 9.3e-52 1.8e-47
P47049 UBX 76.4 185-266 185-266 8.4e-26 1.6e-21
P14680 Pkinase 167.4 369-607,674-704 369-607,674-704 4.5e-53 4.3e-49
Q12391 TYA 778.5 17-400 17-400 5.9e-239 1.1e-234
P0CX61 TYA 675.2 17-396 17-396 1.4e-207 2.8e-203
P40152 Metallophos 40.7 62-281 62-281 1.9e-14 3.7e-10
P39953 Mito_carr 84.3 35-132 35-132 2.3e-28 4.4e-24
P39953 Mito_carr 75.2 134-230 134-230 1.6e-25 3e-21
P39953 Mito_carr 72.5 239-334 239-334 1.1e-24 2.2e-20
Q04093 DUF676 213.2 192-417 192-417 3.4e-67 3.3e-63
Q12439 TYA 677.1 17-396 17-396 3.9e-208 7.5e-204
P35691 TCTP 247 1-163 1-163 6.4e-78 1.2e-73
P33339 TPR_16 18.8 132-180 132-180 9.1e-07 0.0019
P33339 TPR_8 16.9 508-535 508-535 2.6e-06 0.0056
P33339 TPR_6 12.7 960-992 960-992 8e-05 0.17
P40552 SRP1_TIP1 115 18-116 18-116 6.9e-38 1.3e-33
P31688 Glyco_transf_20 537.9 61-541 61-541 2.2e-165 2.2e-161
P31688 Trehalose_PPase 302.5 575-822 575-822 1.5e-94 1.5e-90
Q12463 UPF0020 39.7 183-303 183-303 2.3e-14 4.4e-10
P53283 MFS_1 112 176-558 176-558 3.3e-36 3.1e-32
P53840 TIMELESS 321.4 44-366 44-366 2.5e-100 4.7e-96
P20049 PDH 34.6 35-282 35-282 1.1e-12 1.1e-08
P53044 UFD1 236.4 21-199 21-199 7.3e-75 1.4e-70
P34223 UBA_4 34.6 6-47 6-47 2.1e-12 1.3e-08
P34223 SEP 83.5 237-311 237-311 2e-27 1.3e-23
P34223 UBX 64.8 343-422 343-422 1e-21 6.7e-18
P42839 YccF 48.4 239-296 239-296 1.3e-16 1.2e-12
P42839 Na_Ca_ex 27.2 529-650,684-708 529-650,684-708 3.3e-10 3.2e-06
P42839 Na_Ca_ex 60.6 744-902 744-902 1.8e-20 1.7e-16
P39967 UCH 292.9 134-178,346-357,391-493,548-664 134-178,346-357,391-493,548-664 2.8e-91 2.7e-87
P40343 VHS 143.6 3-145 3-145 6e-46 3.8e-42
P40343 FYVE 67.7 168-231 168-231 1.2e-22 7.5e-19
P40343 UIM 17.2 258-274 258-274 5.6e-07 0.0036
P40343 UIM 12.1 301-317 301-317 2.2e-05 0.14
P25654 DUF866 154.9 4-179 4-179 8.5e-50 1.6e-45
P38180 DUF5349 528.3 1-368 1-368 8.5e-163 1.6e-158
O13535 TYA 364.3 17-210 17-209 1.2e-112 7.5e-109
O13535 TYA 457.1 208-438 210-438 8e-141 5.1e-137
O13535 rve 46.1 699-803 699-803 7.7e-16 4.9e-12
O13535 RVT_2 101.8 1309-1539 1309-1539 7.2e-33 4.6e-29
Q04867 Methyltrn_RNA_3 218.1 19-313 19-313 1e-68 2e-64
Q03177 WD40 25.3 159-201 159-201 2.2e-09 2.1e-05
Q03177 WD40 20.2 268-305 268-305 8.9e-08 0.00085
Q03177 WD40 20.6 309-347 309-347 6.5e-08 0.00062
Q3E740 Asp 27.1 2-76 2-76 1.4e-10 2.7e-06
P43540 Sir1 33.7 2-89 2-89 2.2e-12 4.3e-08
Q06698 RWD 47.2 426-528 426-528 7.7e-16 2.5e-12
Q06698 DEAD 39.4 607-772 607-772 1.7e-13 5.5e-10
Q06698 Helicase_C 58 848-979 848-979 3.6e-19 1.1e-15
Q06698 HA2 25.3 1043-1161 1043-1161 4.6e-09 1.5e-05
Q06698 OB_NTP_bind 68.4 1205-1219,1253-1358 1205-1219,1253-1358 1.7e-22 5.5e-19
Q04162 Sugar_tr 178.5 42-288 42-288 2.4e-56 2.3e-52
Q04162 Sugar_tr 142.7 307-541 307-541 1.7e-45 1.6e-41
P40517 Ran_BP1 151.1 204-327 204-327 9e-49 1.7e-44
Q08930 MINDY_DUB 104.2 34-155 34-155 2.3e-34 4.3e-30
P53617 CID 54.9 8-145 8-145 1.1e-18 1e-14
P53617 RRM_1 25.3 341-400 341-400 1.1e-09 1.1e-05
Q06593 OPT 595.7 163-832 163-832 6.2e-183 1.2e-178
P08018 Pkinase 203.9 360-623 360-623 3.2e-64 3.1e-60
P40038 Cyclin 64.7 170-279 170-279 6.9e-22 1.3e-17
P40038 Cyclin 93.3 316-388 316-388 1.1e-30 2.1e-26
P40335 Vps26 416.7 5-190,242-364 5-190,242-364 1.8e-129 3.4e-125
P00635 His_Phos_2 162.7 65-399 65-399 9.1e-52 1.7e-47
P38197 Ala_racemase_N 75.3 26-249 26-249 2.9e-25 5.6e-21
Q07800 NIF 173.7 258-419 258-419 1.2e-55 2.3e-51
P32628 ubiquitin 68.3 4-75 4-75 1.2e-22 3.7e-19
P32628 UBA 55.5 147-183 147-183 1.2e-18 3.9e-15
P32628 XPC-binding 44.5 260-309 260-309 3e-15 9.5e-12
P32628 UBA 46.2 356-392 356-392 9.6e-16 3.1e-12
P32862 Zn_clus 37.8 45-86 45-86 8.6e-14 1.7e-09
Q00246 Ras 171.6 74-240 74-240 1.6e-54 1.1e-50
P40339 AAA 47.4 45-166 45-166 1.1e-15 2.6e-12
P40339 Rep_fac_C 66.5 231-315 231-315 9.5e-22 2.3e-18
P0CX23 Ribosomal_L18A 179.6 4-127 4-127 1.1e-57 2.2e-53
P05747 Ribosomal_L29e 85.3 3-42 3-42 1.3e-28 2.6e-24
Q02685 RMI1_N 60.5 4-215 4-215 1.1e-20 2.1e-16
P07703 RNA_pol_L 80.8 53-82,282-325 53-82,282-325 5.2e-27 5e-23
P07703 RNA_pol_A_bac 103.7 83-220 83-220 7.9e-34 7.6e-30
P14681 Pkinase 227.8 13-313 13-313 1.7e-71 1.6e-67
Q07551 Aldo_ket_red 138.4 21-289 21-289 1.3e-44 2.5e-40
P39081 CID 32 10-116 10-116 1.4e-11 1.3e-07
P39081 CFIA_Pcf11 92.2 467-562 467-562 2.5e-30 2.4e-26
Q12370 SRP1_TIP1 90.9 25-118 25-118 2.3e-30 4.5e-26
Q06244 PseudoU_synth_2 88.8 15-172 15-172 2.2e-29 4.2e-25
P34230 ABC_membrane_2 255 113-383 113-383 8.7e-80 8.4e-76
P34230 ABC_tran 57.9 488-567,617-680 488-567,617-680 1.7e-19 1.7e-15
P12753 AAA_23 132.1 6-272 6-272 5.9e-42 3.8e-38
P12753 Rad50_zn_hook 62.2 666-718 666-718 4.9e-21 3.1e-17
P21827 RCC1 27.6 47-99 47-99 3.7e-10 3.5e-06
P21827 RCC1 27.9 102-180 102-180 3e-10 2.9e-06
P21827 RCC1 31.5 239-289 239-289 2.3e-11 2.2e-07
P21827 RCC1 28.9 292-345 292-345 1.4e-10 1.3e-06
P21827 RCC1 25.7 348-409 348-409 1.4e-09 1.4e-05
P21827 RCC1 33.6 412-463 412-463 4.8e-12 4.6e-08
P38629 AAA 65 49-169 49-169 3.5e-21 9.6e-18
P38629 Rep_fac_C 46.5 239-326 239-326 1.4e-15 3.8e-12
Q03778 Flavokinase 113 52-101,132-206 52-101,132-206 5.2e-37 1e-32
P0CH08 ubiquitin 113.9 3-74 3-74 4.7e-37 2.2e-33
P0CH08 Ribosomal_L40e 105.4 78-127 78-127 2.3e-34 1.1e-30
Q12213 Ribosomal_L30_N 77.6 8-79 8-79 7.3e-26 7e-22
Q12213 Ribosomal_L30 65.3 84-134 84-134 3.9e-22 3.7e-18
P36080 RRP14 49.5 8-58 8-58 5.2e-17 5e-13
P36080 SURF6 159.6 199-400 199-400 9.6e-51 9.2e-47
P40016 PCI 75.1 343-447 343-447 5.7e-25 5.5e-21
P40016 Rpn3_C 67 450-519 450-519 1.6e-22 1.6e-18
P40992 zf-RRN7 37.9 4-37 4-37 5.6e-14 1.1e-09
P0CX52 Ribosomal_S9 113.3 11-143 11-143 5.3e-37 1e-32
P38072 SCO1-SenC 158.6 122-258 122-258 9e-51 8.6e-47
P33303 Mito_carr 81.5 6-104 6-104 1.7e-27 3.3e-23
P33303 Mito_carr 76.9 107-207 107-207 4.7e-26 8.9e-22
P33303 Mito_carr 81.9 210-307 210-307 1.3e-27 2.5e-23
Q01590 Syntaxin-5_N 27.2 1-20 1-20 1.6e-10 1.6e-06
Q01590 SNARE 54 285-337 285-337 1.4e-18 1.3e-14
P53313 NUC130_3NT 76.5 93-144 93-144 1.5e-25 1.5e-21
P53313 SDA1 320.8 459-765 459-765 1.5e-99 1.4e-95
P87108 zf-Tim10_DDP 73 18-82 18-82 5.9e-25 1.1e-20
P32830 zf-Tim10_DDP 51 19-83 19-83 4.3e-18 8.3e-14
P42223 SBE2 858.4 19-863 19-863 3.2e-262 6.2e-258
Q04675 Sen15 99.4 9-128 9-128 7e-33 1.3e-28
Q00416 SEN1_N 698.6 106-859 106-859 3.3e-213 1.1e-209
Q00416 AAA_11 242.1 1334-1627 1334-1627 2.7e-75 8.6e-72
Q00416 AAA_12 211.9 1634-1832 1634-1832 2.3e-66 7.3e-63
P40485 PH 43.5 469-581 469-581 2.1e-15 3.9e-11
P11978 SIR4_SID 131.9 746-894 746-894 1.2e-42 2.3e-38
P38219 MMR_HSR1 59.4 22-169 22-169 3.8e-20 3.6e-16
P38219 YchF-GTPase_C 122.4 307-390 307-390 7.2e-40 6.9e-36
P32588 RRM_1 59.6 77-146 77-146 3.4e-20 2.2e-16
P32588 RRM_1 61.8 164-234 164-234 6.9e-21 4.4e-17
P32588 RRM_1 38.1 343-407 343-407 1.7e-13 1.1e-09
P40160 Rio2_N 109.6 8-91 8-91 1.4e-35 6.8e-32
P40160 RIO1 143.1 108-293 108-293 1.6e-45 7.6e-42
P0C2H9 Ribosomal_L31e 138.4 6-87 6-87 3.7e-45 7e-41
Q02204 Ribosomal_L50 66.2 123-229 123-229 1.4e-22 2.7e-18
P22353 Ribosomal_L17 101.2 19-127 19-127 5.2e-33 5e-29
P22353 Mrpl_C 97.6 129-238 129-238 5.8e-32 5.6e-28
P14063 L31 133.2 9-131 9-131 2.1e-43 4.1e-39
P05319 Ribosomal_60s 89.7 16-105 16-105 7.7e-30 1.5e-25
P53118 DUF676 216.7 184-384 184-384 1.4e-68 2.8e-64
P10964 RNA_pol_Rpb1_1 91.7 8-113,145-146,218-265,310-471 8-113,218-265,310-471 1.5e-29 5.7e-26
P10964 RNA_pol_Rpb1_2 236.8 473-653 473-653 4e-74 1.5e-70
P10964 RNA_pol_Rpb1_3 130.4 656-833 656-833 1.5e-41 5.6e-38
P10964 RNA_pol_Rpb1_4 82.5 863-982 863-982 5.3e-27 2e-23
P10964 RNA_pol_Rpb1_5 329 989-1054,1178-1260,1500-1611 989-1054,1178-1260,1500-1611 6e-102 2.3e-98
P28000 RNA_pol_L_2 115.3 60-134 60-134 8.4e-38 8.1e-34
P32565 PC_rep 24 403-436 403-436 9.8e-09 3.8e-05
P32565 PC_rep 25.2 445-479 445-479 4.1e-09 1.6e-05
P32565 HEAT_2 50.8 568-661 568-661 4.7e-17 1.8e-13
P32565 RPN2_C 174.8 756-917 756-917 3.2e-55 1.2e-51
Q04062 PCI 58.4 249-352 249-352 9.6e-20 9.2e-16
Q04062 Rpn9_C 59.9 356-388 356-388 1.4e-20 1.4e-16
Q06506 WD40 23.6 225-264 225-264 3.8e-09 7.3e-05
P53165 zf_C2H2_13 74.9 59-100 59-100 2.8e-25 2.7e-21
P53165 SCA7 101.1 213-280 213-280 2.6e-33 2.5e-29
P15367 Peptidase_S24 31.2 16-131 16-131 8.5e-12 1.6e-07
P47008 CRAL_TRIO 81.8 106-260 106-260 2.4e-27 4.6e-23
P48415 Sec16_N 174 290-567 290-567 9.7e-55 6.2e-51
P48415 Sec16 37 993-1103 993-1103 6.9e-13 4.4e-09
P48415 Sec16_C 250 1136-1420 1136-1420 6.9e-78 4.4e-74
P38166 Got1 100.9 81-192 81-192 3.1e-33 6e-29
Q03323 Dpy-30 61.9 121-162 121-162 1.8e-21 3.5e-17
P40316 Securin 268.9 9-39,85-103,147-217,255-368 9-39,85-103,147-217,255-368 2.6e-84 5e-80
P34228 Zn_clus 41.9 55-97 55-97 8.9e-15 8.6e-11
P34228 Fungal_trans 92.5 342-632 342-632 2.4e-30 2.3e-26
P38827 SET_assoc 64.5 422-487 422-487 8.2e-22 5.2e-18
P38827 N-SET 163.2 756-932 756-932 1e-51 6.5e-48
P38827 SET 67.7 949-1055 949-1055 2.6e-22 1.6e-18
P42948 PHD 37.7 162-210 162-210 1.5e-13 1.4e-09
P42941 Hydrolase 64.8 91-267 91-267 3.7e-21 1.4e-17
Q04951 Glyco_hydro_17 43.7 138-389 138-389 1.5e-15 2.8e-11
P32568 ABC_trans_N 35 6-153 6-153 5.6e-12 1.8e-08
P32568 ABC_tran 57.8 176-337 176-337 5.6e-19 1.8e-15
P32568 ABC2_membrane 138.5 502-710 502-710 6.4e-44 2e-40
P32568 PDR_CDR 104.7 722-812 722-812 5.8e-34 1.9e-30
P32568 ABC_tran 65.9 872-1022 872-1022 1.8e-21 5.6e-18
P32568 ABC2_membrane_7 28.1 1051-1139 1051-1139 3e-10 9.4e-07
P32568 ABC2_membrane 93.4 1170-1382 1170-1382 4.2e-30 1.3e-26
Q02793 WD40 12.9 8-42 8-42 1.7e-05 0.17
Q02793 WD40 24.5 280-319 280-319 4e-09 3.8e-05
P00447 Sod_Fe_N 87.6 27-115 27-115 6.5e-29 6.2e-25
P00447 Sod_Fe_C 117.1 125-227 125-227 3.6e-38 3.5e-34
P80667 Peroxin-13_N 178.6 136-283 136-283 1.8e-56 8.4e-53
P80667 SH3_1 41.2 312-364 312-364 2e-14 9.6e-11
P0C0W9 Ribosomal_L5 72.7 7-60 7-60 2.5e-24 2.4e-20
P0C0W9 Ribosomal_L5_C 79.3 64-162 64-162 2e-26 1.9e-22
P53881 Ribosomal_L22 79.4 165-268 165-268 1.1e-26 2e-22
P43620 DUF155 170.4 427-605 427-605 2.2e-54 4.2e-50
P32561 Hist_deacetyl 289.6 38-329 38-329 1.7e-90 3.2e-86
P22138 RNA_pol_Rpb2_1 176.6 40-208,404-459 40-208,404-459 1.5e-55 4.6e-52
P22138 RNA_pol_Rpb2_2 137.3 210-403 210-403 1.5e-43 4.8e-40
P22138 RNA_pol_Rpb2_3 97.1 486-551 486-551 1.6e-31 5.2e-28
P22138 RNA_pol_Rpa2_4 81.4 593-651 593-651 1e-26 3.3e-23
P22138 RNA_pol_Rpb2_6 383.8 700-1065 700-1065 3.1e-118 1e-114
P22138 RNA_pol_Rpb2_7 55.3 1067-1114,1163-1201 1067-1114,1163-1201 2.2e-18 7e-15
P53117 EMP24_GP25L 29 116-300 116-300 5.1e-11 9.8e-07
Q04225 CAF1C_H4-bd 55.8 108-176 108-176 6.9e-19 4.4e-15
Q04225 WD40 16.6 313-350 313-350 1.8e-06 0.011
Q04225 WD40 19.3 407-446 407-446 2.5e-07 0.0016
Q12108 TLD 95.4 353-515 353-515 1.9e-31 3.6e-27
Q03516 RSN1_TM 145.4 22-171 22-171 2.5e-46 1.2e-42
Q03516 PHM7_cyt 114.2 194-376 194-376 1.7e-36 8.1e-33
Q03516 RSN1_7TM 307.1 387-660 387-660 2.3e-95 1.1e-91
Q03516 PHM7_ext 83.7 819-913 819-913 1.7e-27 8e-24
P14693 SAM35 130.6 5-133 5-133 2.1e-42 4e-38
Q99314 YEATS 63.6 28-110 28-110 7.1e-22 1.4e-17
Q12118 SGTA_dimer 65 4-71 4-71 2.3e-21 4e-18
Q12118 TPR_16 23 106-170 106-170 5.3e-08 9.3e-05
Q12118 TPR_1 28.3 170-203 171-203 6.2e-10 1.1e-06
P11075 DCB 61 218-430 218-430 2.4e-20 1.2e-16
P11075 Sec7_N 141 496-663 496-663 6.7e-45 3.2e-41
P11075 Sec7 233.8 827-1010 827-1010 2.5e-73 1.2e-69
P11075 DUF1981 92.5 1369-1452 1369-1452 2.4e-30 1.1e-26
Q12314 RNA_Me_trans 270.5 2-207 2-207 4.3e-85 8.2e-81
P24280 CRAL_TRIO_N 38 36-78 36-78 1.6e-13 1.5e-09
P24280 CRAL_TRIO 125.6 104-266 104-266 1.6e-40 1.6e-36
P35179 SecE 47.8 26-80 26-80 5.6e-17 1.1e-12
Q00772 Pkinase 217.7 23-318 23-318 2e-68 1.9e-64
Q12483 EAP30 182.5 4-215 4-215 4.2e-58 8e-54
Q03012 PHD 42.2 24-72 24-72 3.1e-15 6e-11
P10963 PEPCK_ATP 722.2 31-500 31-500 1.3e-221 2.5e-217
P33775 PMT 304.7 54-297 54-297 8e-95 5.1e-91
P33775 MIR 170.3 343-517 343-517 6.7e-54 4.3e-50
P33775 PMT_4TMC 219.3 533-727 533-727 6e-69 3.8e-65
Q04740 Cauli_VI 69.6 6-49 6-49 2.2e-23 2.1e-19
Q04740 Cauli_VI 34 107-153 107-153 2.9e-12 2.8e-08
Q04740 RNase_H 125.6 185-346 185-346 1.9e-40 1.8e-36
P40018 LSM 75.5 10-97 10-97 1.1e-25 2.1e-21
P26783 Ribosomal_S7 128.3 72-225 72-225 1e-41 2e-37
P26786 Ribosomal_S7e 263.7 5-185 5-185 4.2e-83 8e-79
P32608 Ppx-GppA 332.6 32-346 32-346 1.1e-103 2.2e-99
P48526 tRNA-synt_1 512.8 62-714 62-714 1.8e-157 1.1e-153
P48526 Anticodon_1 73.4 758-918 758-918 3.2e-24 2e-20
P46654 Ribosomal_S2 35.6 17-116 17-113 3e-13 5.7e-09
P46654 Ribosomal_S2 47.4 110-183 114-183 7.4e-17 1.4e-12
P28778 Ribosomal_S6 89.4 2-98 2-98 7.7e-30 1.5e-25
P38120 Ribosomal_S9 146.5 158-278 158-278 2.8e-47 5.3e-43
P40161 Rtt106_N 69.2 4-50 4-50 2.6e-23 1.7e-19
P40161 PH_18 151.8 66-203 66-203 1.9e-48 1.2e-44
P40161 Rtt106 93.8 220-307 220-307 1e-30 6.6e-27
P38804 SBDS 54.6 3-99 3-99 4.6e-19 8.9e-15
P53078 HAD_2 33.1 58-246 58-246 6e-12 5.8e-08
P40505 Sds3 259.8 21-193,244-310 21-193,244-310 1.4e-81 2.6e-77
P22224 Sec15 359.4 521-782,817-864 521-782,817-864 1e-111 1.9e-107
P22214 Longin 67.2 34-115 34-115 1.1e-22 1e-18
P22214 Synaptobrevin 60.8 129-214 129-214 9.4e-21 9e-17
P53011 WD40 18.7 1-37 1-37 2.6e-07 0.0025
P53011 WD40 19.6 45-85 45-85 1.4e-07 0.0013
P53011 WD40 15.8 201-244 201-244 2.2e-06 0.021
P53011 WD40 23.6 291-332 291-332 7.6e-09 7.3e-05
P53012 Scs3p 226.2 32-140,216-370 32-140,216-370 2.4e-71 4.5e-67
Q12033 BRO1 344.7 4-356 4-356 6.6e-107 6.4e-103
Q12033 ALIX_LYPXL_bnd 55.1 379-488 379-488 7.9e-19 7.6e-15
Q12033 ALIX_LYPXL_bnd 48.1 491-648 491-648 1.1e-16 1e-12
P29468 PAP_central 364.1 8-65,161-351 8-65,162-351 4e-113 2.6e-109
P29468 NTP_transf_2 48.6 69-161 69-161 1.3e-16 8e-13
P29468 PAP_RNA-bind 177.9 353-531 353-531 2.7e-56 1.7e-52
Q12477 Cyclin_N 61.6 17-146 17-146 6.8e-21 6.6e-17
P24867 Cyclin_N 81.2 19-152 19-152 5.7e-27 5.4e-23
P38725 SRP1_TIP1 95.7 22-115 22-115 7.1e-32 1.4e-27
P31382 PMT 331.8 69-313 69-313 4.3e-103 2.8e-99
P31382 MIR 85.6 358-525 358-525 6.3e-28 4e-24
P31382 PMT_4TMC 212.9 548-751 548-751 5.5e-67 3.5e-63
P53218 Alba 54.2 45-119 45-119 5e-19 9.7e-15
P32383 EF-hand_like 26.5 297-374 297-374 1.2e-09 7.4e-06
P32383 PI-PLC-X 173.4 382-521 382-521 3.4e-55 2.2e-51
P32383 PI-PLC-Y 132.6 588-708 588-708 1.3e-42 8.4e-39
P46999 PIR 29.2 62-79 62-79 2.7e-11 5.2e-07
P46999 PIR 30.5 82-98 82-98 1.1e-11 2e-07
P46999 PIR 21.3 105-121 105-121 8.1e-09 0.00015
P23639 Proteasome_A_N 35.9 5-27 5-27 4.5e-13 4.4e-09
P23639 Proteasome 196.7 28-214 28-214 2.9e-62 2.8e-58
P42946 ThrE 162.9 1-201 1-201 9.1e-52 8.7e-48
P42946 ThrE_2 43 223-369 223-369 4.9e-15 4.7e-11
P0C0W1 Ribosomal_S8 83 5-130 5-130 8.9e-28 1.7e-23
P38781 Zn_clus 31.8 13-51 13-51 6.2e-12 1.2e-07
P0CX39 Ribosomal_S8e 193.5 5-108,156-184 5-108,156-184 8.2e-62 1.6e-57
Q01163 DAP3 322.4 124-444 124-444 1.5e-100 2.9e-96
P53305 MRP-S33 117.4 6-93 6-93 1.3e-38 2.5e-34
